Filename,Label,Wind_Speed_Vw,Num_Samples,Columns,RMS,Kurtosis,Skewness,Peak_to_Peak,Mean,Std
unbalance fault state=Vw=2.3.csv_aug_1,Unbalance,2.3,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004626924266177951,3.2915879055212,0.6359747997674591,0.025932174754036107,0.0005212778508755725,0.004597466429146919
unbalance fault state=Vw=2.3.csv_aug_2,Unbalance,2.3,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004629699890101258,3.2904866475794727,0.6385293477157038,0.025802176474976218,0.0005233241402880295,0.004600027490852135
unbalance fault state-Vw=3.4.csv,Unbalance,3.4,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004678198597539442,4.182107637013996,0.7237814834758477,0.032253000000000004,0.000575539,0.004642660549458575
unbalance fault state-Vw=3.4.csv_aug_1,Unbalance,3.4,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004679258994445669,4.178648164228706,0.7230597617044401,0.03225934012376216,0.000571434690441686,0.00464423590396316
unbalance fault state-Vw=3.4.csv_aug_2,Unbalance,3.4,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004682235471175366,4.17255232623427,0.7248095262651115,0.032142364726981426,0.0005757551585644436,0.004646701518810868
unbalance fault state-Vw=4.2.csv,Unbalance,4.2,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004590320297214563,3.8881672614627494,0.8260980993199937,0.028721,0.000534031,0.004559150285092497
unbalance fault state-Vw=4.2.csv_aug_1,Unbalance,4.2,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004590225832169582,3.8897474100624323,0.8267504043879716,0.028733616277962448,0.0005334278518960865,0.004559125784307608
unbalance fault state-Vw=4.2.csv_aug_2,Unbalance,4.2,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.00459344150177759,3.888396923866138,0.8271604416530328,0.028805531552464587,0.0005317238396396161,0.004562562283258353
unbalance fault state-Vw=4.7.csv,Unbalance,4.7,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004881079063178551,3.472750182527976,0.4972424318877613,0.032723999999999996,0.0004138184,0.004863505644370266
unbalance fault state-Vw=4.7.csv_aug_1,Unbalance,4.7,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004875577413139614,3.480034125520706,0.4964293698365779,0.032716392872344374,0.0004168845338050672,0.004857721934918805
unbalance fault state-Vw=4.7.csv_aug_2,Unbalance,4.7,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004881456051141897,3.4734667122226095,0.49997463324579633,0.032693404715927236,0.00041713574169078177,0.004863600616028615
unbalance fault state-Vw=5.csv,Unbalance,5.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.0043981844798552956,3.4505452140101958,0.4219106843030285,0.02975,0.0005929536,0.004358030833654925
unbalance fault state-Vw=5.csv_aug_1,Unbalance,5.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004397387622135927,3.449568029217749,0.42491418447022833,0.02975297238342916,0.0005925789471236695,0.00435727760083519
unbalance fault state-Vw=5.csv_aug_2,Unbalance,5.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004396785164957137,3.444640839334345,0.42366752205299435,0.029632771902765698,0.0005955414136294855,0.004356265626822973
UnbalanceState-Vw=1.3.csv,Unbalance,1.3,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.0045637818780283525,4.912012925320704,0.9243566177392545,0.031772,0.0007601594000000001,0.004500029190662172
UnbalanceState-Vw=1.3.csv_aug_1,Unbalance,1.3,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004561136008117123,4.929702203631647,0.9287625402786533,0.03187256528301678,0.0007612328091592038,0.004497164250369581
UnbalanceState-Vw=1.3.csv_aug_2,Unbalance,1.3,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.00456510659740556,4.916488139757194,0.9228930224600032,0.03191487242014909,0.000760744725310865,0.004501273787339253
unbalnce fault state-Vw=3.csv,Unbalance,3.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004859536671385452,3.5512894827997936,0.6497470173015688,0.028916999999999998,0.0007907101999999999,0.00479477570279945
unbalnce fault state-Vw=3.csv_aug_1,Unbalance,3.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004861417405195988,3.5453839836494434,0.6487472200503537,0.028904998528924978,0.0007893075718985381,0.004796912834780941
unbalnce fault state-Vw=3.csv_aug_2,Unbalance,3.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004862206602643119,3.549675665065431,0.6501245544618158,0.028895562283177877,0.0007921437341299703,0.004797245183567854
